League;Date;Get;Pay;Value;Confidence
Hardcore;2023-08-13;Perandus Coin;Chaos Orb;0.01667;Low
Hardcore;2023-08-14;Perandus Coin;Chaos Orb;0.01667;Low
Hardcore;2023-08-15;Perandus Coin;Chaos Orb;0.01667;Low
Hardcore;2023-04-07;Exalted Orb;Chaos Orb;45.33344;Medium
Hardcore;2023-04-08;Exalted Orb;Chaos Orb;45.33344;Medium
Hardcore;2023-04-09;Exalted Orb;Chaos Orb;45.33344;Medium
Hardcore;2023-04-10;Exalted Orb;Chaos Orb;45.33344;Medium
Hardcore;2023-04-11;Exalted Orb;Chaos Orb;45.33344;Medium
Hardcore;2023-04-12;Exalted Orb;Chaos Orb;106.6664;Low
Hardcore;2023-04-13;Exalted Orb;Chaos Orb;159.9992;Low
Hardcore;2023-04-25;Exalted Orb;Chaos Orb;176.0004;Low
Hardcore;2023-04-26;Exalted Orb;Chaos Orb;176.0004;Low
Hardcore;2023-04-27;Exalted Orb;Chaos Orb;176.0004;Low
Hardcore;2023-04-28;Exalted Orb;Chaos Orb;176.0004;Low
Hardcore;2023-04-29;Exalted Orb;Chaos Orb;176.0004;Low
Hardcore;2023-04-30;Exalted Orb;Chaos Orb;176.0004;Low
Hardcore;2023-05-01;Exalted Orb;Chaos Orb;176.0004;Low
Hardcore;2023-05-02;Exalted Orb;Chaos Orb;108.0012;Low
Hardcore;2023-06-17;Exalted Orb;Chaos Orb;200;Low
Hardcore;2023-06-18;Exalted Orb;Chaos Orb;200;Low
Hardcore;2023-06-19;Exalted Orb;Chaos Orb;200;Low
Hardcore;2023-06-20;Exalted Orb;Chaos Orb;150;Low
Hardcore;2023-06-21;Exalted Orb;Chaos Orb;150;Low
Hardcore;2023-06-22;Exalted Orb;Chaos Orb;150;Low
Hardcore;2023-06-23;Exalted Orb;Chaos Orb;150;Low
Hardcore;2023-06-24;Exalted Orb;Chaos Orb;150;Low
Hardcore;2023-06-25;Exalted Orb;Chaos Orb;150;Low
Hardcore;2023-06-26;Exalted Orb;Chaos Orb;150;Low
Hardcore;2023-06-27;Exalted Orb;Chaos Orb;150;Low
Hardcore;2023-06-29;Exalted Orb;Chaos Orb;200;Low
Hardcore;2023-06-30;Exalted Orb;Chaos Orb;200;Low
Hardcore;2023-07-01;Exalted Orb;Chaos Orb;25;Low
Hardcore;2023-07-02;Exalted Orb;Chaos Orb;25;Low
Hardcore;2023-07-03;Exalted Orb;Chaos Orb;25;Low
Hardcore;2023-07-04;Exalted Orb;Chaos Orb;25;Low
Hardcore;2023-07-05;Exalted Orb;Chaos Orb;25;Low
Hardcore;2023-07-06;Exalted Orb;Chaos Orb;25;Low
Hardcore;2023-08-08;Exalted Orb;Chaos Orb;33.333;Low
Hardcore;2023-08-09;Exalted Orb;Chaos Orb;33.333;Low
Hardcore;2023-08-10;Exalted Orb;Chaos Orb;33.333;Low
Hardcore;2023-08-11;Exalted Orb;Chaos Orb;33.333;Low
Hardcore;2023-08-12;Exalted Orb;Chaos Orb;39.9998;Low
Hardcore;2023-08-13;Exalted Orb;Chaos Orb;39.9998;Low
Hardcore;2023-08-14;Exalted Orb;Chaos Orb;39.9998;Low
Hardcore;2023-04-07;Armourer's Scrap;Chaos Orb;5;Low
Hardcore;2023-04-08;Armourer's Scrap;Chaos Orb;6;Low
Hardcore;2023-04-09;Armourer's Scrap;Chaos Orb;6;Low
Hardcore;2023-04-10;Armourer's Scrap;Chaos Orb;6;Low
Hardcore;2023-04-11;Armourer's Scrap;Chaos Orb;6;Low
Hardcore;2023-04-12;Armourer's Scrap;Chaos Orb;6;Low
Hardcore;2023-04-13;Armourer's Scrap;Chaos Orb;6;Low
Hardcore;2023-04-14;Armourer's Scrap;Chaos Orb;10;Low
Hardcore;2023-04-25;Armourer's Scrap;Chaos Orb;0.612;Low
Hardcore;2023-04-26;Armourer's Scrap;Chaos Orb;0.612;Low
Hardcore;2023-04-27;Armourer's Scrap;Chaos Orb;0.612;Low
Hardcore;2023-04-28;Armourer's Scrap;Chaos Orb;0.612;Low
Hardcore;2023-04-29;Armourer's Scrap;Chaos Orb;0.612;Low
Hardcore;2023-04-30;Armourer's Scrap;Chaos Orb;0.612;Low
Hardcore;2023-05-01;Armourer's Scrap;Chaos Orb;0.612;Low
Hardcore;2023-05-02;Armourer's Scrap;Chaos Orb;0.612;Low
Hardcore;2023-05-29;Armourer's Scrap;Chaos Orb;50;Low
Hardcore;2023-05-30;Armourer's Scrap;Chaos Orb;50;Low
Hardcore;2023-05-31;Armourer's Scrap;Chaos Orb;50;Low
Hardcore;2023-06-01;Armourer's Scrap;Chaos Orb;50;Low
Hardcore;2023-06-02;Armourer's Scrap;Chaos Orb;50;Low
Hardcore;2023-06-03;Armourer's Scrap;Chaos Orb;18;Low
Hardcore;2023-06-04;Armourer's Scrap;Chaos Orb;18;Low
Hardcore;2023-06-05;Armourer's Scrap;Chaos Orb;10;Low
Hardcore;2023-06-06;Armourer's Scrap;Chaos Orb;10;Low
Hardcore;2023-06-07;Armourer's Scrap;Chaos Orb;10;Low
Hardcore;2023-06-08;Armourer's Scrap;Chaos Orb;10;Low
Hardcore;2023-06-09;Armourer's Scrap;Chaos Orb;10;Low
Hardcore;2023-06-10;Armourer's Scrap;Chaos Orb;10;Low
Hardcore;2023-06-11;Armourer's Scrap;Chaos Orb;0.2;Low
Hardcore;2023-06-12;Armourer's Scrap;Chaos Orb;0.2;Low
Hardcore;2023-06-13;Armourer's Scrap;Chaos Orb;0.2;Low
Hardcore;2023-06-14;Armourer's Scrap;Chaos Orb;0.088;Low
Hardcore;2023-06-15;Armourer's Scrap;Chaos Orb;0.088;Low
Hardcore;2023-06-16;Armourer's Scrap;Chaos Orb;0.088;Low
Hardcore;2023-06-17;Armourer's Scrap;Chaos Orb;0.088;Low
Hardcore;2023-06-18;Armourer's Scrap;Chaos Orb;0.088;Low
Hardcore;2023-06-19;Armourer's Scrap;Chaos Orb;0.06;Low
Hardcore;2023-06-20;Armourer's Scrap;Chaos Orb;0.06;Low
Hardcore;2023-06-21;Armourer's Scrap;Chaos Orb;0.06;Low
Hardcore;2023-06-30;Armourer's Scrap;Chaos Orb;0.025;Low
Hardcore;2023-07-01;Armourer's Scrap;Chaos Orb;0.025;Low
Hardcore;2023-07-02;Armourer's Scrap;Chaos Orb;0.025;Low
Hardcore;2023-07-03;Armourer's Scrap;Chaos Orb;0.025;Low
Hardcore;2023-07-04;Armourer's Scrap;Chaos Orb;0.025;Low
Hardcore;2023-07-05;Armourer's Scrap;Chaos Orb;0.02278;Low
Hardcore;2023-07-06;Armourer's Scrap;Chaos Orb;0.02222;Low
Hardcore;2023-07-07;Armourer's Scrap;Chaos Orb;0.02222;Low
Hardcore;2023-07-08;Armourer's Scrap;Chaos Orb;0.02222;Low
Hardcore;2023-07-09;Armourer's Scrap;Chaos Orb;0.02222;Low
Hardcore;2023-07-10;Armourer's Scrap;Chaos Orb;0.02222;Low
Hardcore;2023-07-11;Armourer's Scrap;Chaos Orb;0.02222;Low
Hardcore;2023-07-12;Armourer's Scrap;Chaos Orb;0.02222;Low
Hardcore;2023-07-16;Armourer's Scrap;Chaos Orb;3;Low
Hardcore;2023-07-17;Armourer's Scrap;Chaos Orb;3;Low
Hardcore;2023-07-18;Armourer's Scrap;Chaos Orb;3;Low
Hardcore;2023-07-19;Armourer's Scrap;Chaos Orb;3;Low
Hardcore;2023-07-20;Armourer's Scrap;Chaos Orb;0.61778;Low
Hardcore;2023-07-21;Armourer's Scrap;Chaos Orb;0.61778;Low
Hardcore;2023-07-22;Armourer's Scrap;Chaos Orb;0.61778;Low
Hardcore;2023-07-23;Armourer's Scrap;Chaos Orb;0.61778;Low
Hardcore;2023-07-24;Armourer's Scrap;Chaos Orb;0.02222;Low
Hardcore;2023-07-25;Armourer's Scrap;Chaos Orb;0.02222;Low
Hardcore;2023-07-26;Armourer's Scrap;Chaos Orb;0.02222;Low
Hardcore;2023-07-27;Armourer's Scrap;Chaos Orb;2.01778;Low
Hardcore;2023-07-28;Armourer's Scrap;Chaos Orb;2.01778;Low
Hardcore;2023-07-29;Armourer's Scrap;Chaos Orb;6.00889;Low
Hardcore;2023-07-30;Armourer's Scrap;Chaos Orb;10;Low
Hardcore;2023-07-31;Armourer's Scrap;Chaos Orb;10;Low
Hardcore;2023-08-01;Armourer's Scrap;Chaos Orb;10;Low
Hardcore;2023-08-02;Armourer's Scrap;Chaos Orb;10;Low
Hardcore;2023-08-06;Armourer's Scrap;Chaos Orb;75;Low
Hardcore;2023-08-07;Armourer's Scrap;Chaos Orb;75;Low
Hardcore;2023-08-08;Armourer's Scrap;Chaos Orb;75;Low
Hardcore;2023-08-09;Armourer's Scrap;Chaos Orb;75;Low
Hardcore;2023-08-10;Armourer's Scrap;Chaos Orb;15.8;Low
Hardcore;2023-08-11;Armourer's Scrap;Chaos Orb;15.8;Low
Hardcore;2023-08-12;Armourer's Scrap;Chaos Orb;1.4;Low
Hardcore;2023-08-13;Armourer's Scrap;Chaos Orb;1;Low
Hardcore;2023-08-14;Armourer's Scrap;Chaos Orb;1;Low
Hardcore;2023-08-15;Armourer's Scrap;Chaos Orb;0.80267;Medium
Hardcore;2023-04-07;Chaos Orb;Exalted Orb;0.02538;Low
Hardcore;2023-04-08;Chaos Orb;Exalted Orb;0.01769;Low
Hardcore;2023-04-09;Chaos Orb;Exalted Orb;0.01769;Low
Hardcore;2023-04-10;Chaos Orb;Exalted Orb;0.01769;Low
Hardcore;2023-04-11;Chaos Orb;Exalted Orb;0.01769;Low
Hardcore;2023-04-12;Chaos Orb;Exalted Orb;0.01718;Low
Hardcore;2023-04-13;Chaos Orb;Exalted Orb;0.01667;Low
Hardcore;2023-04-14;Chaos Orb;Exalted Orb;0.01667;Low
Hardcore;2023-04-24;Chaos Orb;Exalted Orb;0.01;Low
Hardcore;2023-04-25;Chaos Orb;Exalted Orb;0.01;Low
Hardcore;2023-04-26;Chaos Orb;Exalted Orb;0.01;Low
Hardcore;2023-04-27;Chaos Orb;Exalted Orb;0.01;Low
Hardcore;2023-04-28;Chaos Orb;Exalted Orb;0.01;Low
Hardcore;2023-04-29;Chaos Orb;Exalted Orb;0.01;Low
Hardcore;2023-04-30;Chaos Orb;Exalted Orb;0.01;Low
Hardcore;2023-05-01;Chaos Orb;Exalted Orb;0.15892;Low
Hardcore;2023-05-02;Chaos Orb;Exalted Orb;0.15892;Low
Hardcore;2023-05-12;Chaos Orb;Exalted Orb;0.06667;Low
Hardcore;2023-05-13;Chaos Orb;Exalted Orb;0.06667;Low
Hardcore;2023-05-14;Chaos Orb;Exalted Orb;0.06667;Low
Hardcore;2023-05-15;Chaos Orb;Exalted Orb;0.06667;Low
Hardcore;2023-05-16;Chaos Orb;Exalted Orb;0.02667;Low
Hardcore;2023-05-17;Chaos Orb;Exalted Orb;0.02667;Low
Hardcore;2023-05-18;Chaos Orb;Exalted Orb;0.02667;Low
Hardcore;2023-05-19;Chaos Orb;Exalted Orb;0.02667;Low
Hardcore;2023-05-20;Chaos Orb;Exalted Orb;0.01667;Low
Hardcore;2023-05-21;Chaos Orb;Exalted Orb;0.01667;Low
Hardcore;2023-05-22;Chaos Orb;Exalted Orb;0.01667;Low
Hardcore;2023-06-29;Chaos Orb;Exalted Orb;0.05;Low
Hardcore;2023-06-30;Chaos Orb;Exalted Orb;0.05;Low
Hardcore;2023-07-01;Chaos Orb;Exalted Orb;0.06667;Low
Hardcore;2023-07-02;Chaos Orb;Exalted Orb;0.06667;Low
Hardcore;2023-07-03;Chaos Orb;Exalted Orb;0.06667;Low
Hardcore;2023-07-04;Chaos Orb;Exalted Orb;0.06667;Low
Hardcore;2023-07-05;Chaos Orb;Exalted Orb;0.06667;Low
Hardcore;2023-07-06;Chaos Orb;Exalted Orb;0.06667;Low
Hardcore;2023-07-17;Chaos Orb;Exalted Orb;0.06667;Low
Hardcore;2023-07-18;Chaos Orb;Exalted Orb;0.06667;Low
Hardcore;2023-07-19;Chaos Orb;Exalted Orb;0.06667;Low
Hardcore;2023-07-20;Chaos Orb;Exalted Orb;0.06667;Low
Hardcore;2023-07-21;Chaos Orb;Exalted Orb;0.06667;Low
Hardcore;2023-07-22;Chaos Orb;Exalted Orb;0.06667;Low
Hardcore;2023-07-23;Chaos Orb;Exalted Orb;0.06667;Low
Hardcore;2023-07-24;Chaos Orb;Exalted Orb;0.06667;Low
Hardcore;2023-08-13;Chaos Orb;Exalted Orb;0.06667;Low
Hardcore;2023-08-14;Chaos Orb;Exalted Orb;0.06667;Low
Hardcore;2023-08-15;Chaos Orb;Exalted Orb;0.02788;Low
Hardcore;2023-04-07;Orb of Augmentation;Chaos Orb;0.04762;Medium
Hardcore;2023-04-08;Orb of Augmentation;Chaos Orb;0.04972;Medium
Hardcore;2023-04-09;Orb of Augmentation;Chaos Orb;0.04972;Medium
Hardcore;2023-04-10;Orb of Augmentation;Chaos Orb;0.04972;Medium
Hardcore;2023-04-11;Orb of Augmentation;Chaos Orb;0.04972;Medium
Hardcore;2023-04-12;Orb of Augmentation;Chaos Orb;0.04762;Medium
Hardcore;2023-04-13;Orb of Augmentation;Chaos Orb;0.04643;Medium
Hardcore;2023-04-14;Orb of Augmentation;Chaos Orb;0.04524;Low
Hardcore;2023-04-15;Orb of Augmentation;Chaos Orb;0.04405;Low
Hardcore;2023-04-16;Orb of Augmentation;Chaos Orb;0.04405;Low
Hardcore;2023-04-17;Orb of Augmentation;Chaos Orb;0.04405;Low
Hardcore;2023-04-18;Orb of Augmentation;Chaos Orb;0.04405;Low
Hardcore;2023-04-19;Orb of Augmentation;Chaos Orb;0.04405;Low
Hardcore;2023-04-20;Orb of Augmentation;Chaos Orb;0.04286;Low
Hardcore;2023-04-21;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-04-22;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-04-23;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-04-24;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-04-25;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-04-26;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-04-27;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-04-28;Orb of Augmentation;Chaos Orb;0.04667;Low
Hardcore;2023-04-29;Orb of Augmentation;Chaos Orb;0.04667;Low
Hardcore;2023-04-30;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2023-05-01;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2023-05-02;Orb of Augmentation;Chaos Orb;0.04667;Low
Hardcore;2023-05-03;Orb of Augmentation;Chaos Orb;0.04667;Low
Hardcore;2023-05-04;Orb of Augmentation;Chaos Orb;0.04667;Low
Hardcore;2023-05-05;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-05-06;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-05-07;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-05-08;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-05-09;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-05-10;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-05-11;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-05-12;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-05-13;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-05-14;Orb of Augmentation;Chaos Orb;0.04667;Low
Hardcore;2023-05-15;Orb of Augmentation;Chaos Orb;0.04667;Low
Hardcore;2023-05-16;Orb of Augmentation;Chaos Orb;0.04667;Low
Hardcore;2023-05-17;Orb of Augmentation;Chaos Orb;0.04667;Low
Hardcore;2023-05-18;Orb of Augmentation;Chaos Orb;0.04667;Low
Hardcore;2023-05-19;Orb of Augmentation;Chaos Orb;0.04667;Low
Hardcore;2023-05-20;Orb of Augmentation;Chaos Orb;0.04667;Low
Hardcore;2023-05-21;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-05-22;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-05-23;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-05-24;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-05-25;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-05-26;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-06-03;Orb of Augmentation;Chaos Orb;10;Low
Hardcore;2023-06-04;Orb of Augmentation;Chaos Orb;10;Low
Hardcore;2023-06-05;Orb of Augmentation;Chaos Orb;10;Low
Hardcore;2023-06-06;Orb of Augmentation;Chaos Orb;10;Low
Hardcore;2023-06-07;Orb of Augmentation;Chaos Orb;10;Low
Hardcore;2023-06-08;Orb of Augmentation;Chaos Orb;10;Low
Hardcore;2023-06-09;Orb of Augmentation;Chaos Orb;10;Low
Hardcore;2023-06-10;Orb of Augmentation;Chaos Orb;10;Low
Hardcore;2023-07-08;Orb of Augmentation;Chaos Orb;2;Low
Hardcore;2023-07-09;Orb of Augmentation;Chaos Orb;2;Low
Hardcore;2023-07-10;Orb of Augmentation;Chaos Orb;2;Low
Hardcore;2023-07-11;Orb of Augmentation;Chaos Orb;2;Low
Hardcore;2023-07-12;Orb of Augmentation;Chaos Orb;2;Low
Hardcore;2023-07-13;Orb of Augmentation;Chaos Orb;2;Low
Hardcore;2023-07-14;Orb of Augmentation;Chaos Orb;2;Low
Hardcore;2023-07-15;Orb of Augmentation;Chaos Orb;2;Low
Hardcore;2023-07-25;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-07-26;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-07-27;Orb of Augmentation;Chaos Orb;2.03334;Low
Hardcore;2023-07-28;Orb of Augmentation;Chaos Orb;2.03334;Low
Hardcore;2023-07-29;Orb of Augmentation;Chaos Orb;2.03334;Low
Hardcore;2023-07-30;Orb of Augmentation;Chaos Orb;2.03334;Low
Hardcore;2023-07-31;Orb of Augmentation;Chaos Orb;2.03334;Low
Hardcore;2023-08-01;Orb of Augmentation;Chaos Orb;2.03334;Low
Hardcore;2023-08-02;Orb of Augmentation;Chaos Orb;10;Low
Hardcore;2023-08-06;Orb of Augmentation;Chaos Orb;15.03334;Low
Hardcore;2023-08-07;Orb of Augmentation;Chaos Orb;15.03334;Low
Hardcore;2023-08-08;Orb of Augmentation;Chaos Orb;15.03334;Low
Hardcore;2023-08-09;Orb of Augmentation;Chaos Orb;0.04405;Low
Hardcore;2023-08-10;Orb of Augmentation;Chaos Orb;0.04524;Low
Hardcore;2023-08-11;Orb of Augmentation;Chaos Orb;0.04524;Low
Hardcore;2023-08-12;Orb of Augmentation;Chaos Orb;0.04524;Low
Hardcore;2023-08-13;Orb of Augmentation;Chaos Orb;0.04524;Low
Hardcore;2023-08-14;Orb of Augmentation;Chaos Orb;0.04524;Low
Hardcore;2023-08-15;Orb of Augmentation;Chaos Orb;0.04167;Medium
Hardcore;2023-04-07;Orb of Transmutation;Chaos Orb;0.04491;Medium
Hardcore;2023-04-08;Orb of Transmutation;Chaos Orb;0.04491;Medium
Hardcore;2023-04-09;Orb of Transmutation;Chaos Orb;0.04103;Low
Hardcore;2023-04-10;Orb of Transmutation;Chaos Orb;0.04103;Low
Hardcore;2023-04-11;Orb of Transmutation;Chaos Orb;0.04103;Low
Hardcore;2023-04-12;Orb of Transmutation;Chaos Orb;0.23902;Low
Hardcore;2023-04-13;Orb of Transmutation;Chaos Orb;0.03716;Low
Hardcore;2023-04-14;Orb of Transmutation;Chaos Orb;0.03328;Low
Hardcore;2023-04-15;Orb of Transmutation;Chaos Orb;0.03328;Low
Hardcore;2023-04-16;Orb of Transmutation;Chaos Orb;0.03328;Low
Hardcore;2023-04-17;Orb of Transmutation;Chaos Orb;0.03328;Low
Hardcore;2023-04-18;Orb of Transmutation;Chaos Orb;0.03328;Low
Hardcore;2023-04-19;Orb of Transmutation;Chaos Orb;0.03328;Low
Hardcore;2023-04-20;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-04-25;Orb of Transmutation;Chaos Orb;1.11;Low
Hardcore;2023-04-26;Orb of Transmutation;Chaos Orb;1.11;Low
Hardcore;2023-04-27;Orb of Transmutation;Chaos Orb;1.11;Low
Hardcore;2023-04-28;Orb of Transmutation;Chaos Orb;1.11;Low
Hardcore;2023-04-29;Orb of Transmutation;Chaos Orb;1.11;Low
Hardcore;2023-04-30;Orb of Transmutation;Chaos Orb;1.11;Low
Hardcore;2023-05-01;Orb of Transmutation;Chaos Orb;1.11;Low
Hardcore;2023-05-02;Orb of Transmutation;Chaos Orb;1.11;Low
Hardcore;2023-05-29;Orb of Transmutation;Chaos Orb;50;Low
Hardcore;2023-05-30;Orb of Transmutation;Chaos Orb;50;Low
Hardcore;2023-05-31;Orb of Transmutation;Chaos Orb;50;Low
Hardcore;2023-06-01;Orb of Transmutation;Chaos Orb;50;Low
Hardcore;2023-06-02;Orb of Transmutation;Chaos Orb;50;Low
Hardcore;2023-06-03;Orb of Transmutation;Chaos Orb;18;Low
Hardcore;2023-06-04;Orb of Transmutation;Chaos Orb;18;Low
Hardcore;2023-06-05;Orb of Transmutation;Chaos Orb;10;Low
Hardcore;2023-06-06;Orb of Transmutation;Chaos Orb;10;Low
Hardcore;2023-06-07;Orb of Transmutation;Chaos Orb;10;Low
Hardcore;2023-06-08;Orb of Transmutation;Chaos Orb;10;Low
Hardcore;2023-06-09;Orb of Transmutation;Chaos Orb;10;Low
Hardcore;2023-06-10;Orb of Transmutation;Chaos Orb;10;Low
Hardcore;2023-07-08;Orb of Transmutation;Chaos Orb;2;Low
Hardcore;2023-07-09;Orb of Transmutation;Chaos Orb;2;Low
Hardcore;2023-07-10;Orb of Transmutation;Chaos Orb;2;Low
Hardcore;2023-07-11;Orb of Transmutation;Chaos Orb;2;Low
Hardcore;2023-07-12;Orb of Transmutation;Chaos Orb;2;Low
Hardcore;2023-07-13;Orb of Transmutation;Chaos Orb;2;Low
Hardcore;2023-07-14;Orb of Transmutation;Chaos Orb;2;Low
Hardcore;2023-07-15;Orb of Transmutation;Chaos Orb;2;Low
Hardcore;2023-07-26;Orb of Transmutation;Chaos Orb;10;Low
Hardcore;2023-07-27;Orb of Transmutation;Chaos Orb;10;Low
Hardcore;2023-07-28;Orb of Transmutation;Chaos Orb;10;Low
Hardcore;2023-07-29;Orb of Transmutation;Chaos Orb;10;Low
Hardcore;2023-07-30;Orb of Transmutation;Chaos Orb;10;Low
Hardcore;2023-07-31;Orb of Transmutation;Chaos Orb;10;Low
Hardcore;2023-08-01;Orb of Transmutation;Chaos Orb;10;Low
Hardcore;2023-08-02;Orb of Transmutation;Chaos Orb;10;Low
Hardcore;2023-08-06;Orb of Transmutation;Chaos Orb;75;Low
Hardcore;2023-08-07;Orb of Transmutation;Chaos Orb;75;Low
Hardcore;2023-08-08;Orb of Transmutation;Chaos Orb;75;Low
Hardcore;2023-08-09;Orb of Transmutation;Chaos Orb;15.03902;Low
Hardcore;2023-08-10;Orb of Transmutation;Chaos Orb;0.42927;Low
Hardcore;2023-08-11;Orb of Transmutation;Chaos Orb;0.42927;Low
Hardcore;2023-08-12;Orb of Transmutation;Chaos Orb;0.42927;Low
Hardcore;2023-08-13;Orb of Transmutation;Chaos Orb;0.42927;Low
Hardcore;2023-08-14;Orb of Transmutation;Chaos Orb;0.42927;Low
Hardcore;2023-08-15;Orb of Transmutation;Chaos Orb;0.61951;Low
Hardcore;2023-04-07;Blacksmith's Whetstone;Chaos Orb;17;Low
Hardcore;2023-04-08;Blacksmith's Whetstone;Chaos Orb;17;Low
Hardcore;2023-04-09;Blacksmith's Whetstone;Chaos Orb;14;Low
Hardcore;2023-04-10;Blacksmith's Whetstone;Chaos Orb;14;Low
Hardcore;2023-04-11;Blacksmith's Whetstone;Chaos Orb;14;Low
Hardcore;2023-04-12;Blacksmith's Whetstone;Chaos Orb;14;Low
Hardcore;2023-04-13;Blacksmith's Whetstone;Chaos Orb;14;Low
Hardcore;2023-04-14;Blacksmith's Whetstone;Chaos Orb;50;Low
Hardcore;2023-04-25;Blacksmith's Whetstone;Chaos Orb;0.882;Low
Hardcore;2023-04-26;Blacksmith's Whetstone;Chaos Orb;0.882;Low
Hardcore;2023-04-27;Blacksmith's Whetstone;Chaos Orb;0.882;Low
Hardcore;2023-04-28;Blacksmith's Whetstone;Chaos Orb;0.882;Low
Hardcore;2023-04-29;Blacksmith's Whetstone;Chaos Orb;0.882;Low
Hardcore;2023-04-30;Blacksmith's Whetstone;Chaos Orb;0.882;Low
Hardcore;2023-05-01;Blacksmith's Whetstone;Chaos Orb;0.882;Low
Hardcore;2023-05-02;Blacksmith's Whetstone;Chaos Orb;0.882;Low
Hardcore;2023-05-21;Blacksmith's Whetstone;Chaos Orb;10;Low
