League;Date;Get;Pay;Value;Confidence
Hardcore;2023-04-01;Exalted Orb;Chaos Orb;60.0003;Low
Hardcore;2022-12-09;Blacksmith's Whetstone;Chaos Orb;1;Low
Hardcore;2022-12-10;Blacksmith's Whetstone;Chaos Orb;1;Low
Hardcore;2022-12-11;Blacksmith's Whetstone;Chaos Orb;1;Low
Hardcore;2022-12-12;Blacksmith's Whetstone;Chaos Orb;1;Low
Hardcore;2022-12-13;Blacksmith's Whetstone;Chaos Orb;1;Low
Hardcore;2022-12-14;Blacksmith's Whetstone;Chaos Orb;1;Low
Hardcore;2022-12-15;Blacksmith's Whetstone;Chaos Orb;1;Low
Hardcore;2022-12-16;Blacksmith's Whetstone;Chaos Orb;1;Low
Hardcore;2023-01-18;Blacksmith's Whetstone;Chaos Orb;3;Low
Hardcore;2023-01-19;Blacksmith's Whetstone;Chaos Orb;3;Low
Hardcore;2023-01-20;Blacksmith's Whetstone;Chaos Orb;3;Low
Hardcore;2023-01-21;Blacksmith's Whetstone;Chaos Orb;3;Low
Hardcore;2023-01-22;Blacksmith's Whetstone;Chaos Orb;3;Low
Hardcore;2023-01-23;Blacksmith's Whetstone;Chaos Orb;3;Low
Hardcore;2023-01-24;Blacksmith's Whetstone;Chaos Orb;3;Low
Hardcore;2023-01-25;Blacksmith's Whetstone;Chaos Orb;3;Low
Hardcore;2023-04-01;Blacksmith's Whetstone;Chaos Orb;35;Low
Hardcore;2023-04-02;Blacksmith's Whetstone;Chaos Orb;35;Low
Hardcore;2023-04-03;Blacksmith's Whetstone;Chaos Orb;35;Low
Hardcore;2023-04-04;Blacksmith's Whetstone;Chaos Orb;35;Low
Hardcore;2022-12-09;Chaos Orb;Exalted Orb;0.01137;Low
Hardcore;2022-12-10;Chaos Orb;Exalted Orb;0.01137;Low
Hardcore;2022-12-11;Chaos Orb;Exalted Orb;0.01137;Low
Hardcore;2022-12-12;Chaos Orb;Exalted Orb;0.01137;Low
Hardcore;2022-12-13;Chaos Orb;Exalted Orb;0.01137;Low
Hardcore;2022-12-14;Chaos Orb;Exalted Orb;0.01137;Low
Hardcore;2022-12-15;Chaos Orb;Exalted Orb;0.01213;Low
Hardcore;2022-12-16;Chaos Orb;Exalted Orb;0.01347;Low
Hardcore;2022-12-17;Chaos Orb;Exalted Orb;0.019;Low
Hardcore;2022-12-18;Chaos Orb;Exalted Orb;0.019;Low
Hardcore;2022-12-19;Chaos Orb;Exalted Orb;0.019;Low
Hardcore;2022-12-20;Chaos Orb;Exalted Orb;0.019;Low
Hardcore;2022-12-21;Chaos Orb;Exalted Orb;0.019;Low
Hardcore;2022-12-22;Chaos Orb;Exalted Orb;0.01667;Low
Hardcore;2022-12-23;Chaos Orb;Exalted Orb;0.01667;Low
Hardcore;2023-03-13;Chaos Orb;Exalted Orb;0.01923;Low
Hardcore;2023-03-14;Chaos Orb;Exalted Orb;0.01923;Low
Hardcore;2023-03-15;Chaos Orb;Exalted Orb;0.01923;Low
Hardcore;2023-03-16;Chaos Orb;Exalted Orb;0.01923;Low
Hardcore;2023-03-17;Chaos Orb;Exalted Orb;0.01923;Low
Hardcore;2023-03-18;Chaos Orb;Exalted Orb;0.01923;Low
Hardcore;2023-03-19;Chaos Orb;Exalted Orb;0.01923;Low
Hardcore;2023-03-20;Chaos Orb;Exalted Orb;0.01923;Low
Hardcore;2023-03-21;Chaos Orb;Exalted Orb;0.01923;Low
Hardcore;2023-03-22;Chaos Orb;Exalted Orb;0.01923;Low
Hardcore;2023-03-23;Chaos Orb;Exalted Orb;0.01923;Low
Hardcore;2023-03-24;Chaos Orb;Exalted Orb;0.01923;Low
Hardcore;2023-03-25;Chaos Orb;Exalted Orb;0.01923;Low
Hardcore;2023-03-26;Chaos Orb;Exalted Orb;0.01923;Low
Hardcore;2023-03-29;Chaos Orb;Exalted Orb;0.01923;Low
Hardcore;2023-03-30;Chaos Orb;Exalted Orb;0.01923;Low
Hardcore;2023-03-31;Chaos Orb;Exalted Orb;0.01923;Low
Hardcore;2023-04-01;Chaos Orb;Exalted Orb;0.01923;Low
Hardcore;2023-04-02;Chaos Orb;Exalted Orb;0.01923;Low
Hardcore;2023-04-03;Chaos Orb;Exalted Orb;0.01923;Low
Hardcore;2023-04-04;Chaos Orb;Exalted Orb;0.01923;Low
Hardcore;2022-12-09;Armourer's Scrap;Chaos Orb;15;Low
Hardcore;2022-12-10;Armourer's Scrap;Chaos Orb;15;Low
Hardcore;2022-12-11;Armourer's Scrap;Chaos Orb;15;Low
Hardcore;2022-12-12;Armourer's Scrap;Chaos Orb;15;Low
Hardcore;2022-12-13;Armourer's Scrap;Chaos Orb;15;Low
Hardcore;2022-12-14;Armourer's Scrap;Chaos Orb;15;Low
Hardcore;2023-01-18;Armourer's Scrap;Chaos Orb;3;Low
Hardcore;2023-01-19;Armourer's Scrap;Chaos Orb;3;Low
Hardcore;2023-01-20;Armourer's Scrap;Chaos Orb;3;Low
Hardcore;2023-01-21;Armourer's Scrap;Chaos Orb;3;Low
Hardcore;2023-01-22;Armourer's Scrap;Chaos Orb;3;Low
Hardcore;2023-01-23;Armourer's Scrap;Chaos Orb;3;Low
Hardcore;2023-01-24;Armourer's Scrap;Chaos Orb;3;Low
Hardcore;2023-01-25;Armourer's Scrap;Chaos Orb;3;Low
Hardcore;2022-12-09;Orb of Augmentation;Chaos Orb;0.04379;Low
Hardcore;2022-12-10;Orb of Augmentation;Chaos Orb;0.04379;Low
Hardcore;2022-12-11;Orb of Augmentation;Chaos Orb;0.04336;Low
Hardcore;2022-12-12;Orb of Augmentation;Chaos Orb;0.04336;Low
Hardcore;2022-12-13;Orb of Augmentation;Chaos Orb;0.04336;Low
Hardcore;2022-12-14;Orb of Augmentation;Chaos Orb;0.04336;Low
Hardcore;2022-12-15;Orb of Augmentation;Chaos Orb;0.04307;Low
Hardcore;2022-12-16;Orb of Augmentation;Chaos Orb;0.04307;Low
Hardcore;2022-12-17;Orb of Augmentation;Chaos Orb;0.04227;Low
Hardcore;2022-12-18;Orb of Augmentation;Chaos Orb;0.04227;Low
Hardcore;2022-12-19;Orb of Augmentation;Chaos Orb;0.04253;Low
Hardcore;2022-12-20;Orb of Augmentation;Chaos Orb;0.04253;Low
Hardcore;2022-12-21;Orb of Augmentation;Chaos Orb;0.04253;Low
Hardcore;2022-12-22;Orb of Augmentation;Chaos Orb;0.04253;Low
Hardcore;2022-12-23;Orb of Augmentation;Chaos Orb;0.04253;Low
Hardcore;2022-12-24;Orb of Augmentation;Chaos Orb;0.04253;Low
Hardcore;2022-12-25;Orb of Augmentation;Chaos Orb;0.04762;Low
Hardcore;2022-12-26;Orb of Augmentation;Chaos Orb;0.04227;Low
Hardcore;2022-12-27;Orb of Augmentation;Chaos Orb;0.04253;Low
Hardcore;2022-12-28;Orb of Augmentation;Chaos Orb;0.04253;Low
Hardcore;2022-12-29;Orb of Augmentation;Chaos Orb;0.04253;Low
Hardcore;2022-12-30;Orb of Augmentation;Chaos Orb;0.04227;Low
Hardcore;2022-12-31;Orb of Augmentation;Chaos Orb;0.04227;Low
Hardcore;2023-01-01;Orb of Augmentation;Chaos Orb;0.04227;Low
Hardcore;2023-01-02;Orb of Augmentation;Chaos Orb;0.04227;Low
Hardcore;2023-01-03;Orb of Augmentation;Chaos Orb;0.04227;Low
Hardcore;2023-01-04;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-01-05;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-01-06;Orb of Augmentation;Chaos Orb;0.04253;Low
Hardcore;2023-01-07;Orb of Augmentation;Chaos Orb;0.04253;Low
Hardcore;2023-01-08;Orb of Augmentation;Chaos Orb;0.04253;Low
Hardcore;2023-01-09;Orb of Augmentation;Chaos Orb;0.04253;Low
Hardcore;2023-01-10;Orb of Augmentation;Chaos Orb;0.04253;Low
Hardcore;2023-01-11;Orb of Augmentation;Chaos Orb;0.04253;Low
Hardcore;2023-01-12;Orb of Augmentation;Chaos Orb;0.04762;Low
Hardcore;2023-01-13;Orb of Augmentation;Chaos Orb;0.04762;Low
Hardcore;2023-01-14;Orb of Augmentation;Chaos Orb;0.04253;Low
Hardcore;2023-01-15;Orb of Augmentation;Chaos Orb;0.04253;Low
Hardcore;2023-01-16;Orb of Augmentation;Chaos Orb;0.04253;Low
Hardcore;2023-01-17;Orb of Augmentation;Chaos Orb;0.04253;Low
Hardcore;2023-01-18;Orb of Augmentation;Chaos Orb;0.04289;Low
Hardcore;2023-01-19;Orb of Augmentation;Chaos Orb;0.04289;Low
Hardcore;2023-01-20;Orb of Augmentation;Chaos Orb;0.04289;Low
Hardcore;2023-01-21;Orb of Augmentation;Chaos Orb;0.04289;Low
Hardcore;2023-01-22;Orb of Augmentation;Chaos Orb;0.04289;Low
Hardcore;2023-01-23;Orb of Augmentation;Chaos Orb;0.3375;Low
Hardcore;2023-01-24;Orb of Augmentation;Chaos Orb;0.03495;Low
Hardcore;2023-01-25;Orb of Augmentation;Chaos Orb;0.03456;Low
Hardcore;2023-01-26;Orb of Augmentation;Chaos Orb;0.03333;Low
Hardcore;2023-01-27;Orb of Augmentation;Chaos Orb;0.03333;Low
Hardcore;2023-01-28;Orb of Augmentation;Chaos Orb;0.0354;Low
Hardcore;2023-01-29;Orb of Augmentation;Chaos Orb;0.03492;Low
Hardcore;2023-01-30;Orb of Augmentation;Chaos Orb;0.03476;Low
Hardcore;2023-01-31;Orb of Augmentation;Chaos Orb;0.03476;Low
Hardcore;2023-02-01;Orb of Augmentation;Chaos Orb;0.0354;Low
Hardcore;2023-02-02;Orb of Augmentation;Chaos Orb;0.03571;Low
Hardcore;2023-02-03;Orb of Augmentation;Chaos Orb;0.03583;Low
Hardcore;2023-02-04;Orb of Augmentation;Chaos Orb;0.03583;Low
Hardcore;2023-02-05;Orb of Augmentation;Chaos Orb;0.03583;Low
Hardcore;2023-02-06;Orb of Augmentation;Chaos Orb;0.03579;Low
Hardcore;2023-02-07;Orb of Augmentation;Chaos Orb;0.03571;Low
Hardcore;2023-02-08;Orb of Augmentation;Chaos Orb;0.04286;Low
Hardcore;2023-02-09;Orb of Augmentation;Chaos Orb;0.04286;Low
Hardcore;2023-02-10;Orb of Augmentation;Chaos Orb;0.04286;Low
Hardcore;2023-02-11;Orb of Augmentation;Chaos Orb;0.04286;Low
Hardcore;2023-02-12;Orb of Augmentation;Chaos Orb;0.04286;Low
Hardcore;2023-02-13;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-02-19;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-02-20;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-02-21;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-02-22;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-02-23;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-02-24;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-02-25;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-02-26;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-02-27;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-02-28;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-03-13;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2023-03-14;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2023-03-15;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2023-03-16;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2023-03-17;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2023-03-18;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2023-03-19;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2023-03-20;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2023-03-21;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2023-03-22;Orb of Augmentation;Chaos Orb;0.04667;Low
Hardcore;2023-03-23;Orb of Augmentation;Chaos Orb;0.04667;Low
Hardcore;2023-03-24;Orb of Augmentation;Chaos Orb;0.04667;Low
Hardcore;2023-03-25;Orb of Augmentation;Chaos Orb;0.04667;Low
Hardcore;2023-03-26;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-03-27;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-03-28;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-03-29;Orb of Augmentation;Chaos Orb;0.04167;Low
Hardcore;2023-03-30;Orb of Augmentation;Chaos Orb;0.03667;Low
Hardcore;2023-03-31;Orb of Augmentation;Chaos Orb;0.03667;Low
Hardcore;2023-04-01;Orb of Augmentation;Chaos Orb;0.03667;Low
Hardcore;2023-04-02;Orb of Augmentation;Chaos Orb;0.03667;Low
Hardcore;2023-04-03;Orb of Augmentation;Chaos Orb;0.03667;Low
Hardcore;2023-04-04;Orb of Augmentation;Chaos Orb;0.03667;Low
Hardcore;2022-12-09;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2022-12-10;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2022-12-11;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2022-12-12;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2022-12-13;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2022-12-14;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2022-12-15;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2022-12-16;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2022-12-17;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2022-12-18;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2022-12-19;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2022-12-20;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2022-12-21;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2022-12-22;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2022-12-23;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2022-12-24;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2022-12-25;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2022-12-26;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2022-12-27;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2022-12-28;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2022-12-29;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2022-12-30;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2022-12-31;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-01-01;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-01-02;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-01-03;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-01-05;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-01-06;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-01-07;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-01-08;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-01-09;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-01-10;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-01-11;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-01-12;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-01-13;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-01-14;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-01-15;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-01-16;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-01-17;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-01-18;Orb of Transmutation;Chaos Orb;0.47671;Low
Hardcore;2023-01-19;Orb of Transmutation;Chaos Orb;0.47671;Low
Hardcore;2023-01-20;Orb of Transmutation;Chaos Orb;0.47671;Low
Hardcore;2023-01-21;Orb of Transmutation;Chaos Orb;0.47671;Low
Hardcore;2023-01-22;Orb of Transmutation;Chaos Orb;0.47671;Low
Hardcore;2023-01-23;Orb of Transmutation;Chaos Orb;3;Low
Hardcore;2023-01-24;Orb of Transmutation;Chaos Orb;3;Low
Hardcore;2023-01-25;Orb of Transmutation;Chaos Orb;3;Low
Hardcore;2023-01-28;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-01-29;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-01-30;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-01-31;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-02-01;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-02-02;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-02-03;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-02-04;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-02-05;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-02-06;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-02-07;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-02-08;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-02-09;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-02-10;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-02-11;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-02-12;Orb of Transmutation;Chaos Orb;0.04878;Low
Hardcore;2023-03-30;Orb of Transmutation;Chaos Orb;0.03333;Low
Hardcore;2023-03-31;Orb of Transmutation;Chaos Orb;0.03333;Low
Hardcore;2023-04-01;Orb of Transmutation;Chaos Orb;0.03333;Low
Hardcore;2023-04-02;Orb of Transmutation;Chaos Orb;7.02666;Low
Hardcore;2023-04-03;Orb of Transmutation;Chaos Orb;7.02666;Low
Hardcore;2023-04-04;Orb of Transmutation;Chaos Orb;7.02666;Low
Hardcore;2022-12-09;Chaos Orb;Orb of Regret;6.664;Low
Hardcore;2022-12-10;Chaos Orb;Orb of Regret;6.664;Low
Hardcore;2022-12-11;Chaos Orb;Orb of Regret;6.664;Low
Hardcore;2022-12-12;Chaos Orb;Orb of Regret;6.664;Low
Hardcore;2022-12-13;Chaos Orb;Orb of Regret;6.664;Low
Hardcore;2022-12-14;Chaos Orb;Orb of Regret;6.8464;Low
Hardcore;2022-12-09;Jeweller's Orb;Chaos Orb;0.20031;Low
Hardcore;2022-12-10;Jeweller's Orb;Chaos Orb;0.20031;Low
Hardcore;2022-12-11;Jeweller's Orb;Chaos Orb;0.20771;Low
Hardcore;2022-12-12;Jeweller's Orb;Chaos Orb;0.20771;Low
Hardcore;2022-12-13;Jeweller's Orb;Chaos Orb;0.20771;Low
Hardcore;2022-12-14;Jeweller's Orb;Chaos Orb;0.20771;Low
Hardcore;2022-12-15;Jeweller's Orb;Chaos Orb;0.16667;Low
Hardcore;2022-12-16;Jeweller's Orb;Chaos Orb;0.16667;Low
Hardcore;2023-01-18;Jeweller's Orb;Chaos Orb;3;Low
Hardcore;2023-01-19;Jeweller's Orb;Chaos Orb;3;Low
Hardcore;2023-01-20;Jeweller's Orb;Chaos Orb;3;Low
Hardcore;2023-01-21;Jeweller's Orb;Chaos Orb;3;Low
Hardcore;2023-01-22;Jeweller's Orb;Chaos Orb;3;Low
Hardcore;2023-01-23;Jeweller's Orb;Chaos Orb;3;Low
Hardcore;2023-01-24;Jeweller's Orb;Chaos Orb;3;Low
Hardcore;2023-01-25;Jeweller's Orb;Chaos Orb;3;Low
Hardcore;2023-03-27;Jeweller's Orb;Chaos Orb;0.6003;Low
Hardcore;2023-03-28;Jeweller's Orb;Chaos Orb;0.6003;Low
Hardcore;2023-03-29;Jeweller's Orb;Chaos Orb;0.6003;Low
Hardcore;2023-03-30;Jeweller's Orb;Chaos Orb;0.6003;Low
Hardcore;2023-03-31;Jeweller's Orb;Chaos Orb;0.6003;Low
Hardcore;2023-04-01;Jeweller's Orb;Chaos Orb;0.33333;Low
Hardcore;2023-04-02;Jeweller's Orb;Chaos Orb;0.33333;Low
Hardcore;2023-04-03;Jeweller's Orb;Chaos Orb;0.33333;Low
Hardcore;2023-04-04;Jeweller's Orb;Chaos Orb;0.33333;Low
Hardcore;2022-12-09;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2022-12-10;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2022-12-11;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2022-12-12;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2022-12-13;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2022-12-14;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2022-12-15;Orb of Fusing;Chaos Orb;2;Low
Hardcore;2022-12-16;Orb of Fusing;Chaos Orb;2;Low
Hardcore;2023-01-11;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-01-12;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-01-13;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-01-14;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-01-15;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-01-16;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-01-17;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-01-18;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-02-15;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-02-16;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-02-17;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-02-18;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-02-19;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-02-20;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-02-21;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-02-22;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-03-21;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-03-22;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-03-23;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-03-24;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-03-25;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-03-26;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-03-27;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-03-28;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-03-29;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-03-30;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-03-31;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-04-01;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-04-02;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-04-03;Orb of Fusing;Chaos Orb;0.66667;Low
Hardcore;2023-04-04;Orb of Fusing;Chaos Orb;0.66667;Low
