League;Date;Get;Pay;Value;Confidence
Hardcore;2024-02-13;Perandus Coin;Chaos Orb;0.01693;Low
Hardcore;2024-02-14;Perandus Coin;Chaos Orb;0.01693;Low
Hardcore;2024-02-15;Perandus Coin;Chaos Orb;0.01693;Low
Hardcore;2024-02-16;Perandus Coin;Chaos Orb;0.01693;Low
Hardcore;2024-02-17;Perandus Coin;Chaos Orb;0.01693;Low
Hardcore;2024-02-18;Perandus Coin;Chaos Orb;0.01693;Low
Hardcore;2024-02-28;Perandus Coin;Chaos Orb;0.01923;Low
Hardcore;2024-02-29;Perandus Coin;Chaos Orb;0.01923;Low
Hardcore;2024-03-01;Perandus Coin;Chaos Orb;0.01923;Low
Hardcore;2024-03-02;Perandus Coin;Chaos Orb;0.01923;Low
Hardcore;2024-03-03;Perandus Coin;Chaos Orb;0.01923;Low
Hardcore;2024-03-04;Perandus Coin;Chaos Orb;0.01923;Low
Hardcore;2024-03-05;Perandus Coin;Chaos Orb;0.01923;Low
Hardcore;2024-03-06;Perandus Coin;Chaos Orb;0.01923;Low
Hardcore;2024-03-07;Perandus Coin;Chaos Orb;0.01923;Low
Hardcore;2024-03-08;Perandus Coin;Chaos Orb;0.01923;Low
Hardcore;2024-03-09;Perandus Coin;Chaos Orb;0.01923;Low
Hardcore;2024-03-10;Perandus Coin;Chaos Orb;0.01923;Low
Hardcore;2024-03-11;Perandus Coin;Chaos Orb;0.01923;Low
Hardcore;2024-03-12;Perandus Coin;Chaos Orb;0.01923;Low
Hardcore;2024-03-13;Perandus Coin;Chaos Orb;0.01923;Low
Hardcore;2024-03-14;Perandus Coin;Chaos Orb;0.01923;Low
Hardcore;2024-03-15;Perandus Coin;Chaos Orb;0.01923;Low
Hardcore;2024-03-16;Perandus Coin;Chaos Orb;0.01923;Low
Hardcore;2024-03-17;Perandus Coin;Chaos Orb;0.01923;Low
Hardcore;2024-03-18;Perandus Coin;Chaos Orb;0.01923;Low
Hardcore;2024-03-19;Perandus Coin;Chaos Orb;0.01923;Low
Hardcore;2024-03-20;Perandus Coin;Chaos Orb;0.01923;Low
Hardcore;2024-03-21;Perandus Coin;Chaos Orb;0.01923;Low
Hardcore;2024-03-22;Perandus Coin;Chaos Orb;0.01923;Low
Hardcore;2024-03-23;Perandus Coin;Chaos Orb;0.01923;Low
Hardcore;2024-03-24;Perandus Coin;Chaos Orb;0.01923;Low
Hardcore;2023-12-08;Exalted Orb;Chaos Orb;74.39;Low
Hardcore;2023-12-09;Exalted Orb;Chaos Orb;78.42644;Low
Hardcore;2023-12-10;Exalted Orb;Chaos Orb;78.42644;Low
Hardcore;2023-12-11;Exalted Orb;Chaos Orb;78.42644;Low
Hardcore;2023-12-12;Exalted Orb;Chaos Orb;78.42644;Low
Hardcore;2023-12-13;Exalted Orb;Chaos Orb;175.78639;Low
Hardcore;2024-01-01;Exalted Orb;Chaos Orb;30;Low
Hardcore;2024-01-02;Exalted Orb;Chaos Orb;30;Low
Hardcore;2024-01-03;Exalted Orb;Chaos Orb;30;Low
Hardcore;2024-01-04;Exalted Orb;Chaos Orb;30;Low
Hardcore;2023-12-08;Orb of Transmutation;Chaos Orb;0.025;Medium
Hardcore;2023-12-09;Orb of Transmutation;Chaos Orb;0.025;Medium
Hardcore;2023-12-10;Orb of Transmutation;Chaos Orb;0.025;Medium
Hardcore;2023-12-11;Orb of Transmutation;Chaos Orb;0.025;Medium
Hardcore;2023-12-12;Orb of Transmutation;Chaos Orb;0.025;Medium
Hardcore;2023-12-13;Orb of Transmutation;Chaos Orb;0.025;Medium
Hardcore;2023-12-14;Orb of Transmutation;Chaos Orb;0.04;Low
Hardcore;2023-12-15;Orb of Transmutation;Chaos Orb;0.03333;Low
Hardcore;2023-12-16;Orb of Transmutation;Chaos Orb;0.03333;Low
Hardcore;2023-12-17;Orb of Transmutation;Chaos Orb;0.03333;Low
Hardcore;2023-12-18;Orb of Transmutation;Chaos Orb;0.03333;Low
Hardcore;2023-12-19;Orb of Transmutation;Chaos Orb;0.03333;Low
Hardcore;2023-12-20;Orb of Transmutation;Chaos Orb;0.03333;Low
Hardcore;2023-12-21;Orb of Transmutation;Chaos Orb;0.03333;Low
Hardcore;2023-12-22;Orb of Transmutation;Chaos Orb;0.03333;Low
Hardcore;2024-01-07;Orb of Transmutation;Chaos Orb;40;Low
Hardcore;2024-01-08;Orb of Transmutation;Chaos Orb;40;Low
Hardcore;2024-01-09;Orb of Transmutation;Chaos Orb;50;Low
Hardcore;2024-01-10;Orb of Transmutation;Chaos Orb;60;Low
Hardcore;2024-01-11;Orb of Transmutation;Chaos Orb;60;Low
Hardcore;2024-01-12;Orb of Transmutation;Chaos Orb;40;Low
Hardcore;2024-01-13;Orb of Transmutation;Chaos Orb;60;Low
Hardcore;2024-01-14;Orb of Transmutation;Chaos Orb;40;Low
Hardcore;2024-01-17;Orb of Transmutation;Chaos Orb;0.00833;Low
Hardcore;2024-01-18;Orb of Transmutation;Chaos Orb;0.00833;Low
Hardcore;2024-01-19;Orb of Transmutation;Chaos Orb;0.00833;Low
Hardcore;2024-01-20;Orb of Transmutation;Chaos Orb;0.00833;Low
Hardcore;2024-01-21;Orb of Transmutation;Chaos Orb;0.00833;Low
Hardcore;2024-01-22;Orb of Transmutation;Chaos Orb;0.00833;Low
Hardcore;2024-01-23;Orb of Transmutation;Chaos Orb;0.00833;Low
Hardcore;2024-01-24;Orb of Transmutation;Chaos Orb;0.00833;Low
Hardcore;2024-01-28;Orb of Transmutation;Chaos Orb;2;Low
Hardcore;2024-01-29;Orb of Transmutation;Chaos Orb;2;Low
Hardcore;2024-01-30;Orb of Transmutation;Chaos Orb;2;Low
Hardcore;2024-01-31;Orb of Transmutation;Chaos Orb;2;Low
Hardcore;2024-02-01;Orb of Transmutation;Chaos Orb;8.5;Low
Hardcore;2024-02-02;Orb of Transmutation;Chaos Orb;15;Low
Hardcore;2024-02-03;Orb of Transmutation;Chaos Orb;15;Low
Hardcore;2024-02-04;Orb of Transmutation;Chaos Orb;15;Low
Hardcore;2024-03-23;Orb of Transmutation;Chaos Orb;5;Low
Hardcore;2024-03-24;Orb of Transmutation;Chaos Orb;5;Low
Hardcore;2024-03-25;Orb of Transmutation;Chaos Orb;5;Low
Hardcore;2024-03-26;Orb of Transmutation;Chaos Orb;5;Low
Hardcore;2023-12-08;Blacksmith's Whetstone;Chaos Orb;0.102;Low
Hardcore;2023-12-09;Blacksmith's Whetstone;Chaos Orb;4.16;Low
Hardcore;2023-12-10;Blacksmith's Whetstone;Chaos Orb;4.16;Low
Hardcore;2023-12-11;Blacksmith's Whetstone;Chaos Orb;4.16;Low
Hardcore;2023-12-12;Blacksmith's Whetstone;Chaos Orb;4.16;Low
Hardcore;2023-12-13;Blacksmith's Whetstone;Chaos Orb;2.18;Low
Hardcore;2023-12-14;Blacksmith's Whetstone;Chaos Orb;2.18;Low
Hardcore;2023-12-15;Blacksmith's Whetstone;Chaos Orb;0.2;Low
Hardcore;2024-01-07;Blacksmith's Whetstone;Chaos Orb;40;Low
Hardcore;2024-01-08;Blacksmith's Whetstone;Chaos Orb;40;Low
Hardcore;2024-01-09;Blacksmith's Whetstone;Chaos Orb;50;Low
Hardcore;2024-01-10;Blacksmith's Whetstone;Chaos Orb;60;Low
Hardcore;2024-01-11;Blacksmith's Whetstone;Chaos Orb;60;Low
Hardcore;2024-01-12;Blacksmith's Whetstone;Chaos Orb;40;Low
Hardcore;2024-01-13;Blacksmith's Whetstone;Chaos Orb;60;Low
Hardcore;2024-01-14;Blacksmith's Whetstone;Chaos Orb;40;Low
Hardcore;2024-01-28;Blacksmith's Whetstone;Chaos Orb;2;Low
Hardcore;2024-01-29;Blacksmith's Whetstone;Chaos Orb;2;Low
Hardcore;2024-01-30;Blacksmith's Whetstone;Chaos Orb;2;Low
Hardcore;2024-01-31;Blacksmith's Whetstone;Chaos Orb;2;Low
Hardcore;2024-02-01;Blacksmith's Whetstone;Chaos Orb;8.5;Low
Hardcore;2024-02-02;Blacksmith's Whetstone;Chaos Orb;15;Low
Hardcore;2024-02-03;Blacksmith's Whetstone;Chaos Orb;15;Low
Hardcore;2024-02-04;Blacksmith's Whetstone;Chaos Orb;15;Low
Hardcore;2024-02-28;Blacksmith's Whetstone;Chaos Orb;0.05;Low
Hardcore;2024-02-29;Blacksmith's Whetstone;Chaos Orb;0.05;Low
Hardcore;2024-03-01;Blacksmith's Whetstone;Chaos Orb;0.05;Low
Hardcore;2024-03-02;Blacksmith's Whetstone;Chaos Orb;0.05;Low
Hardcore;2024-03-03;Blacksmith's Whetstone;Chaos Orb;0.05;Low
Hardcore;2024-03-04;Blacksmith's Whetstone;Chaos Orb;0.05;Low
Hardcore;2024-03-05;Blacksmith's Whetstone;Chaos Orb;0.05;Low
Hardcore;2024-03-06;Blacksmith's Whetstone;Chaos Orb;0.05;Low
Hardcore;2024-03-22;Blacksmith's Whetstone;Chaos Orb;5;Low
Hardcore;2024-03-23;Blacksmith's Whetstone;Chaos Orb;5;Low
Hardcore;2024-03-24;Blacksmith's Whetstone;Chaos Orb;5;Low
Hardcore;2024-03-25;Blacksmith's Whetstone;Chaos Orb;5;Low
Hardcore;2024-03-26;Blacksmith's Whetstone;Chaos Orb;5;Low
Hardcore;2023-12-08;Armourer's Scrap;Chaos Orb;0.076;Medium
Hardcore;2023-12-09;Armourer's Scrap;Chaos Orb;0.22;Low
Hardcore;2023-12-10;Armourer's Scrap;Chaos Orb;0.22;Low
Hardcore;2023-12-11;Armourer's Scrap;Chaos Orb;0.22;Low
Hardcore;2023-12-12;Armourer's Scrap;Chaos Orb;0.28;Low
Hardcore;2023-12-13;Armourer's Scrap;Chaos Orb;0.19;Low
Hardcore;2023-12-14;Armourer's Scrap;Chaos Orb;0.19;Low
Hardcore;2023-12-15;Armourer's Scrap;Chaos Orb;0.19;Low
Hardcore;2024-01-07;Armourer's Scrap;Chaos Orb;40;Low
Hardcore;2024-01-08;Armourer's Scrap;Chaos Orb;40;Low
Hardcore;2024-01-09;Armourer's Scrap;Chaos Orb;50;Low
Hardcore;2024-01-10;Armourer's Scrap;Chaos Orb;60;Low
Hardcore;2024-01-11;Armourer's Scrap;Chaos Orb;60;Low
Hardcore;2024-01-12;Armourer's Scrap;Chaos Orb;40;Low
Hardcore;2024-01-13;Armourer's Scrap;Chaos Orb;60;Low
Hardcore;2024-01-14;Armourer's Scrap;Chaos Orb;40;Low
Hardcore;2024-01-17;Armourer's Scrap;Chaos Orb;0.00833;Low
Hardcore;2024-01-18;Armourer's Scrap;Chaos Orb;0.00833;Low
Hardcore;2024-01-19;Armourer's Scrap;Chaos Orb;0.00833;Low
Hardcore;2024-01-20;Armourer's Scrap;Chaos Orb;0.00833;Low
Hardcore;2024-01-21;Armourer's Scrap;Chaos Orb;0.00833;Low
Hardcore;2024-01-22;Armourer's Scrap;Chaos Orb;0.00833;Low
Hardcore;2024-01-23;Armourer's Scrap;Chaos Orb;0.00833;Low
Hardcore;2024-01-24;Armourer's Scrap;Chaos Orb;0.00833;Low
Hardcore;2024-01-28;Armourer's Scrap;Chaos Orb;2;Low
Hardcore;2024-01-29;Armourer's Scrap;Chaos Orb;2;Low
Hardcore;2024-01-30;Armourer's Scrap;Chaos Orb;2;Low
Hardcore;2024-01-31;Armourer's Scrap;Chaos Orb;2;Low
Hardcore;2024-02-01;Armourer's Scrap;Chaos Orb;8.5;Low
Hardcore;2024-02-02;Armourer's Scrap;Chaos Orb;15;Low
Hardcore;2024-02-03;Armourer's Scrap;Chaos Orb;15;Low
Hardcore;2024-02-04;Armourer's Scrap;Chaos Orb;15;Low
Hardcore;2024-02-28;Armourer's Scrap;Chaos Orb;0.05;Low
Hardcore;2024-02-29;Armourer's Scrap;Chaos Orb;0.05;Low
Hardcore;2024-03-01;Armourer's Scrap;Chaos Orb;0.05;Low
Hardcore;2024-03-02;Armourer's Scrap;Chaos Orb;0.05;Low
Hardcore;2024-03-03;Armourer's Scrap;Chaos Orb;0.05;Low
Hardcore;2024-03-04;Armourer's Scrap;Chaos Orb;0.05;Low
Hardcore;2024-03-05;Armourer's Scrap;Chaos Orb;0.05;Low
Hardcore;2024-03-06;Armourer's Scrap;Chaos Orb;0.05;Low
Hardcore;2024-03-22;Armourer's Scrap;Chaos Orb;5;Low
Hardcore;2024-03-23;Armourer's Scrap;Chaos Orb;5;Low
Hardcore;2024-03-24;Armourer's Scrap;Chaos Orb;5;Low
Hardcore;2024-03-25;Armourer's Scrap;Chaos Orb;5;Low
Hardcore;2024-03-26;Armourer's Scrap;Chaos Orb;5;Low
Hardcore;2023-12-30;Chaos Orb;Exalted Orb;0.00769;Low
Hardcore;2023-12-31;Chaos Orb;Exalted Orb;0.00769;Low
Hardcore;2024-01-01;Chaos Orb;Exalted Orb;0.00769;Low
Hardcore;2024-01-02;Chaos Orb;Exalted Orb;0.00769;Low
Hardcore;2024-01-03;Chaos Orb;Exalted Orb;0.00769;Low
Hardcore;2024-01-04;Chaos Orb;Exalted Orb;0.00769;Low
Hardcore;2024-01-05;Chaos Orb;Exalted Orb;0.00769;Low
Hardcore;2024-01-06;Chaos Orb;Exalted Orb;0.00769;Low
Hardcore;2024-01-17;Chaos Orb;Exalted Orb;0.01333;Low
Hardcore;2024-01-18;Chaos Orb;Exalted Orb;0.01333;Low
Hardcore;2024-01-19;Chaos Orb;Exalted Orb;0.01333;Low
Hardcore;2024-01-20;Chaos Orb;Exalted Orb;0.01333;Low
Hardcore;2024-01-21;Chaos Orb;Exalted Orb;0.01333;Low
Hardcore;2024-01-22;Chaos Orb;Exalted Orb;0.01333;Low
Hardcore;2024-01-23;Chaos Orb;Exalted Orb;0.01333;Low
Hardcore;2024-01-24;Chaos Orb;Exalted Orb;0.01333;Low
Hardcore;2024-02-10;Chaos Orb;Exalted Orb;0.01212;Low
Hardcore;2024-02-11;Chaos Orb;Exalted Orb;0.01212;Low
Hardcore;2024-02-12;Chaos Orb;Exalted Orb;0.01212;Low
Hardcore;2024-02-13;Chaos Orb;Exalted Orb;0.01212;Low
Hardcore;2024-02-14;Chaos Orb;Exalted Orb;0.01212;Low
Hardcore;2024-02-15;Chaos Orb;Exalted Orb;0.01212;Low
Hardcore;2024-02-16;Chaos Orb;Exalted Orb;0.01212;Low
Hardcore;2024-02-17;Chaos Orb;Exalted Orb;0.01212;Low
Hardcore;2023-12-08;Orb of Augmentation;Chaos Orb;0.0507;Medium
Hardcore;2023-12-09;Orb of Augmentation;Chaos Orb;0.05318;Medium
Hardcore;2023-12-10;Orb of Augmentation;Chaos Orb;0.05318;Medium
Hardcore;2023-12-11;Orb of Augmentation;Chaos Orb;0.05318;Medium
Hardcore;2023-12-12;Orb of Augmentation;Chaos Orb;0.05318;Medium
Hardcore;2023-12-13;Orb of Augmentation;Chaos Orb;0.05333;Medium
Hardcore;2023-12-14;Orb of Augmentation;Chaos Orb;0.05333;Medium
Hardcore;2023-12-15;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2023-12-16;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2023-12-17;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2023-12-18;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2023-12-19;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2023-12-20;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2023-12-21;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2023-12-22;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2023-12-23;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2023-12-24;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2023-12-25;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2023-12-26;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2023-12-27;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2023-12-28;Orb of Augmentation;Chaos Orb;0.03666;Low
Hardcore;2023-12-29;Orb of Augmentation;Chaos Orb;0.03666;Low
Hardcore;2023-12-30;Orb of Augmentation;Chaos Orb;0.03666;Low
Hardcore;2023-12-31;Orb of Augmentation;Chaos Orb;0.03666;Low
Hardcore;2024-01-01;Orb of Augmentation;Chaos Orb;0.03666;Low
Hardcore;2024-01-02;Orb of Augmentation;Chaos Orb;0.03666;Low
Hardcore;2024-01-03;Orb of Augmentation;Chaos Orb;0.03666;Low
Hardcore;2024-01-04;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-01-05;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-01-06;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-01-07;Orb of Augmentation;Chaos Orb;4.06;Low
Hardcore;2024-01-08;Orb of Augmentation;Chaos Orb;4.06;Low
Hardcore;2024-01-09;Orb of Augmentation;Chaos Orb;5.06;Low
Hardcore;2024-01-10;Orb of Augmentation;Chaos Orb;6.06;Low
Hardcore;2024-01-11;Orb of Augmentation;Chaos Orb;6.06;Low
Hardcore;2024-01-12;Orb of Augmentation;Chaos Orb;4.06;Low
Hardcore;2024-01-13;Orb of Augmentation;Chaos Orb;6.06;Low
Hardcore;2024-01-14;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-01-15;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-01-16;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-01-17;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-01-18;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-01-19;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-01-20;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-01-21;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-01-22;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-01-23;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-01-24;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-01-25;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-01-26;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-01-28;Orb of Augmentation;Chaos Orb;2;Low
Hardcore;2024-01-29;Orb of Augmentation;Chaos Orb;2;Low
Hardcore;2024-01-30;Orb of Augmentation;Chaos Orb;2;Low
Hardcore;2024-01-31;Orb of Augmentation;Chaos Orb;2;Low
Hardcore;2024-02-01;Orb of Augmentation;Chaos Orb;2;Low
Hardcore;2024-02-02;Orb of Augmentation;Chaos Orb;2;Low
Hardcore;2024-02-03;Orb of Augmentation;Chaos Orb;2;Low
Hardcore;2024-02-04;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-02-05;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-02-06;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-02-07;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-02-08;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-02-09;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-02-10;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-02-11;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-02-12;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-02-13;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-02-14;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-02-15;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-02-16;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-02-17;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-02-18;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-02-28;Orb of Augmentation;Chaos Orb;0.05167;Low
Hardcore;2024-02-29;Orb of Augmentation;Chaos Orb;0.05167;Low
Hardcore;2024-03-01;Orb of Augmentation;Chaos Orb;0.05167;Low
Hardcore;2024-03-02;Orb of Augmentation;Chaos Orb;0.05167;Low
Hardcore;2024-03-03;Orb of Augmentation;Chaos Orb;0.05167;Low
Hardcore;2024-03-04;Orb of Augmentation;Chaos Orb;0.05167;Low
Hardcore;2024-03-05;Orb of Augmentation;Chaos Orb;0.05167;Low
Hardcore;2024-03-06;Orb of Augmentation;Chaos Orb;0.05167;Low
Hardcore;2024-03-07;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-03-08;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-03-09;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-03-10;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-03-11;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-03-12;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-03-13;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-03-14;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-03-15;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-03-16;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-03-17;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-03-18;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-03-19;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-03-20;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-03-21;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-03-22;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-03-23;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-03-24;Orb of Augmentation;Chaos Orb;0.06667;Low
Hardcore;2024-03-26;Orb of Augmentation;Chaos Orb;10;Low
Hardcore;2023-12-08;Chaos Orb;Orb of Regret;4;Low
Hardcore;2023-12-09;Chaos Orb;Orb of Regret;4;Low
Hardcore;2023-12-10;Chaos Orb;Orb of Regret;4;Low
Hardcore;2023-12-11;Chaos Orb;Orb of Regret;4;Low
Hardcore;2023-12-12;Chaos Orb;Orb of Regret;4;Low
Hardcore;2023-12-08;Blessed Orb;Chaos Orb;0.5;Medium
Hardcore;2023-12-09;Blessed Orb;Chaos Orb;0.43333;Low
Hardcore;2023-12-10;Blessed Orb;Chaos Orb;0.43333;Low
Hardcore;2023-12-11;Blessed Orb;Chaos Orb;0.43333;Low
Hardcore;2023-12-12;Blessed Orb;Chaos Orb;0.43333;Low
Hardcore;2023-12-13;Blessed Orb;Chaos Orb;0.73334;Low
Hardcore;2023-12-14;Blessed Orb;Chaos Orb;0.73334;Low
Hardcore;2023-12-15;Blessed Orb;Chaos Orb;0.7;Low
Hardcore;2023-12-16;Blessed Orb;Chaos Orb;0.66667;Low
Hardcore;2023-12-17;Blessed Orb;Chaos Orb;0.66667;Low
Hardcore;2023-12-18;Blessed Orb;Chaos Orb;0.66667;Low
Hardcore;2023-12-19;Blessed Orb;Chaos Orb;0.66667;Low
Hardcore;2023-12-20;Blessed Orb;Chaos Orb;0.66667;Low
Hardcore;2023-12-21;Blessed Orb;Chaos Orb;0.66667;Low
